# overall
total_targets	matched	unmatched	total_target_len	total_decoy_len	total_target_K	total_target_R	total_decoy_K	total_decoy_R
2353	2352	1	795788	791195	57114	33673	56123	34712

# per_target
target_name	decoy_name	target_len	decoy_len	len_diff	target_K	target_R	target_KR	decoy_K	decoy_R	decoy_KR	kr_diff	score
sp|P39648|LIPL_BACSU	sp|P00817|IPYR_YEAST	281	287	6	18	17	35	29	6	35	0	6
sp|P94426|GABR_BACSU	sp|P41814|TRM6_YEAST	479	478	1	31	31	62	46	16	62	0	1
sp|O34599|ISCS1_BACSU	sp|P38201|YBC9_YEAST	379	376	3	23	17	40	22	18	40	0	3
sp|O34357|YTPP_BACSU	sp|P53138|YGK9_YEAST	107	107	0	10	4	14	6	8	14	0	0
sp|P33690|COMQ_BACSU	sp|P53824|SNZ2_YEAST	299	298	1	26	7	33	22	11	33	0	1
sp|P27206|SRFAA_BACSU	sp|Q03280|TOM1_YEAST	3587	3268	319	186	177	363	213	157	370	7	389
sp|P32726|RIMP_BACSU	sp|P53849|GIS2_YEAST	156	153	3	16	5	21	13	8	21	0	3
sp|O05520|MOAC_BACSU	sp|P34087|RPB7_YEAST	170	171	1	16	3	19	13	6	19	0	1
sp|P37527|PDXS_BACSU	sp|P49954|NIT3_YEAST	294	291	3	18	16	34	21	13	34	0	3
sp|P20691|AROA_BACSU	sp|Q08760|RAX1_YEAST	428	435	7	31	16	47	16	31	47	0	7
sp|O31678|QUEF_BACSU	sp|P25571|YCE1_YEAST	165	164	1	11	7	18	7	11	18	0	1
sp|O34318|YLOU_BACSU	sp|P32570|MED22_YEAST	120	121	1	7	5	12	8	4	12	0	1
sp|O31593|YHBJ_BACSU	sp|P14306|CPYI_YEAST	221	219	2	20	2	22	19	3	22	0	2
sp|P39773|GPMI_BACSU	sp|P43611|OSW7_YEAST	511	510	1	32	21	53	36	17	53	0	1
sp|O31935|YOPC_BACSU	sp|P22517|KCC2_YEAST	442	447	5	39	21	60	40	20	60	0	5
sp|P54534|BRXB_BACSU	sp|P38204|RRN10_YEAST	145	145	0	9	7	16	10	6	16	0	0
sp|O34631|YVRA_BACSU	sp|P28795|PEX3_YEAST	442	441	1	26	19	45	28	17	45	0	1
sp|P54497|YQGT_BACSU	sp|P40495|LYS12_YEAST	376	371	5	28	17	45	25	20	45	0	5
sp|P46320|LICH_BACSU	sp|P25567|SRO9_YEAST	442	434	8	34	16	50	35	15	50	0	8
sp|P22326|SYY1_BACSU	sp|P22768|ASSY_YEAST	422	420	2	33	20	53	33	20	53	0	2
sp|P24502|FLIE_BACSU	sp|P05319|RLA2_YEAST	106	106	0	5	2	7	7	0	7	0	0
sp|P50621|RIR2_BACSU	sp|P22108|APA2_YEAST	329	325	4	29	4	33	28	5	33	0	4
sp|C0H3X7|MPRF_BACSU	sp|P53540|SPC98_YEAST	856	846	10	52	40	92	55	37	92	0	10
sp|O31636|YJCN_BACSU	sp|O13532|YL217_YEAST	106	107	1	10	3	13	7	6	13	0	1
sp|P37518|YCHF_BACSU	sp|P53233|FMP48_YEAST	366	369	3	29	12	41	30	11	41	0	3
sp|O32079|YUAD_BACSU	sp|Q06504|NAT3_YEAST	192	195	3	13	13	26	14	12	26	0	3
sp|O34433|YOBO_BACSU	sp|P38996|NAB3_YEAST	806	802	4	34	33	67	37	29	66	1	14
sp|O31856|RSBRC_BACSU	sp|Q04299|YMX7_YEAST	282	284	2	19	8	27	16	11	27	0	2
sp|P32395|DCUP_BACSU	sp|P40473|POG1_YEAST	353	351	2	26	11	37	17	20	37	0	2
sp|O35014|YKUI_BACSU	sp|P41816|OYE3_YEAST	407	400	7	21	20	41	18	23	41	0	7
sp|O35024|MNTC_BACSU	sp|Q12509|ARP6_YEAST	435	438	3	19	26	45	29	16	45	0	3
sp|P97247|YSMB_BACSU	sp|Q08971|YP225_YEAST	146	146	0	12	11	23	15	8	23	0	0
sp|P50842|KDUD_BACSU	sp|P40526|DFG10_YEAST	254	253	1	13	11	24	15	9	24	0	1
sp|P31103|NDK_BACSU	sp|P43625|YFM7_YEAST	149	151	2	10	7	17	11	6	17	0	2
sp|O06714|SBCC_BACSU	sp|Q06685|VIP1_YEAST	1130	1146	16	95	71	166	113	54	167	1	26
sp|P20282|RS13_BACSU	sp|P53221|RL26B_YEAST	121	127	6	11	19	30	18	12	30	0	6
sp|P50735|GUDB_BACSU	sp|P39683|NPT1_YEAST	427	429	2	29	24	53	39	14	53	0	2
sp|P94415|RAPC_BACSU	sp|Q12373|HIF1_YEAST	382	385	3	28	16	44	25	19	44	0	3
sp|O31749|PYRH_BACSU	sp|Q03888|YI020_YEAST	240	244	4	16	13	29	14	15	29	0	4
sp|O05250|MALK_BACSU	sp|P21373|UTR1_YEAST	533	530	3	46	20	66	37	29	66	0	3
sp|O31568|YFIZ_BACSU	sp|P25619|HSP30_YEAST	333	332	1	11	10	21	10	11	21	0	1
sp|O32243|OPUCC_BACSU	sp|Q12106|MCP1_YEAST	303	302	1	32	5	37	20	17	37	0	1
sp|O05236|YUGG_BACSU	sp|P40581|GPX3_YEAST	166	163	3	16	8	24	21	3	24	0	3
sp|P96499|TAGV_BACSU	sp|Q06205|FKBP4_YEAST	391	392	1	38	21	59	47	12	59	0	1
sp|C0SP98|YKFD_BACSU	sp|P08466|NUC1_YEAST	329	329	0	17	26	43	26	17	43	0	0
sp|P54590|YHCF_BACSU	sp|P40104|YE19_YEAST	121	122	1	11	8	19	12	7	19	0	1
sp|P96725|YWQM_BACSU	sp|Q12393|GEP5_YEAST	293	293	0	25	8	33	16	17	33	0	0
sp|P37871|RPOC_BACSU	sp|P38717|SIP3_YEAST	1199	1229	30	89	83	172	122	52	174	2	50
sp|Q797B3|LTAS1_BACSU	sp|Q08484|GYP1_YEAST	639	637	2	54	16	70	34	36	70	0	2
sp|O31717|YKPB_BACSU	sp|P23797|GPI12_YEAST	303	304	1	19	14	33	20	13	33	0	1
sp|P94421|YCLQ_BACSU	sp|P32453|ATP11_YEAST	317	318	1	41	3	44	29	15	44	0	1
sp|P32731|RBFA_BACSU	sp|Q04276|YMX2_YEAST	117	118	1	12	11	23	7	16	23	0	1
sp|P39778|CLPY_BACSU	sp|P08425|SYFM_YEAST	467	469	2	40	28	68	40	28	68	0	2
sp|P32399|YHGE_BACSU	sp|P40566|EGH1_YEAST	775	764	11	70	9	79	53	26	79	0	11
sp|P11044|TYSY2_BACSU	sp|P40580|BZRD_YEAST	264	263	1	13	16	29	16	13	29	0	1
sp|Q45066|PARC_BACSU	sp|P08468|PT111_YEAST	806	800	6	66	48	114	69	43	112	2	26
sp|O34525|SPPA_BACSU	sp|P53238|PEF1_YEAST	335	335	0	35	9	44	24	20	44	0	0
sp|P96737|CAPC_BACSU	sp|P53842|YN06_YEAST	149	139	10	6	3	9	7	2	9	0	10
sp|O31661|KINE_BACSU	sp|P04801|SYTC_YEAST	738	734	4	61	43	104	65	39	104	0	4
sp|P94495|YNCE_BACSU	sp|A0A023PZH9|YH034_YEAST	153	153	0	6	4	10	9	1	10	0	0
sp|O06476|YFMR_BACSU	sp|P38830|NDT80_YEAST	629	627	2	47	35	82	46	36	82	0	2
sp|P94431|CUTI_BACSU	sp|Q06199|YL456_YEAST	204	204	0	19	1	20	14	6	20	0	0
sp|P70954|NATK_BACSU	sp|P38011|GBLP_YEAST	318	319	1	16	13	29	19	10	29	0	1
sp|O31455|YBFO_BACSU	sp|P50079|HSV2_YEAST	446	448	2	45	14	59	31	28	59	0	2
sp|Q03522|MURD_BACSU	sp|P39954|SAHH_YEAST	451	449	2	35	9	44	29	15	44	0	2
sp|O31655|RSGI_BACSU	sp|P47007|MRX5_YEAST	381	382	1	42	15	57	33	23	56	1	11
sp|P21883|ODP2_BACSU	sp|P25646|PDP2_YEAST	442	442	0	37	14	51	29	22	51	0	0
sp|P39646|PTAS_BACSU	sp|P12904|AAKG_YEAST	323	322	1	27	9	36	19	17	36	0	1
sp|O34967|RL31B_BACSU	sp|P35179|SC61G_YEAST	82	80	2	10	4	14	11	3	14	0	2
sp|P37947|DEGA_BACSU	sp|P36047|SDS22_YEAST	337	338	1	24	18	42	34	8	42	0	1
sp|P77837|URE1_BACSU	sp|Q12321|MED1_YEAST	569	566	3	33	21	54	38	16	54	0	3
sp|P94368|NNRD_BACSU	sp|P47153|TDA4_YEAST	276	279	3	13	11	24	15	9	24	0	3
sp|O06743|YITH_BACSU	sp|P40186|PCL7_YEAST	282	285	3	13	13	26	18	7	25	1	13
sp|O34921|YTOI_BACSU	sp|P33297|PRS6A_YEAST	439	434	5	36	21	57	33	24	57	0	5
sp|P80241|G17M_BACSU	sp|P35727|BLI1_YEAST	115	113	2	14	4	18	12	6	18	0	2
sp|P37569|MCSA_BACSU	sp|Q02659|YP025_YEAST	185	185	0	12	9	21	7	14	21	0	0
sp|P40779|YTXG_BACSU	sp|P40538|YIC9_YEAST	140	142	2	14	2	16	10	6	16	0	2
sp|O32223|IOLW_BACSU	sp|P53871|DUG3_YEAST	358	357	1	23	20	43	21	22	43	0	1
sp|O34949|YKOM_BACSU	sp|Q03799|RT08_YEAST	154	155	1	10	13	23	15	8	23	0	1
sp|O31458|GAMA_BACSU	sp|P25659|FUB1_YEAST	249	250	1	17	5	22	12	10	22	0	1
sp|Q45612|YYCI_BACSU	sp|P53965|SIW14_YEAST	280	281	1	34	2	36	22	14	36	0	1
sp|O31669|MTND_BACSU	sp|P33323|RE104_YEAST	178	182	4	8	10	18	10	8	18	0	4
sp|P39153|SUA5_BACSU	sp|Q06494|PLR1_YEAST	346	345	1	20	18	38	24	14	38	0	1
sp|P29252|HPPK_BACSU	sp|O94086|YL349_YEAST	167	168	1	5	10	15	9	6	15	0	1
sp|P16449|KBAA_BACSU	sp|Q12421|ATG31_YEAST	198	196	2	8	7	15	9	6	15	0	2
sp|P13243|ALF_BACSU	sp|Q02795|OSTD_YEAST	285	286	1	20	6	26	17	8	25	1	11
sp|P37487|PPAC_BACSU	sp|P32331|YMC1_YEAST	309	307	2	26	7	33	17	16	33	0	2
sp|O07570|YHJP_BACSU	sp|P33401|PGM1_YEAST	575	570	5	34	33	67	44	23	67	0	5
sp|O34866|YODJ_BACSU	sp|P38878|LNP_YEAST	273	278	5	33	8	41	32	9	41	0	5
sp|P38424|ENGB_BACSU	sp|Q03786|GNTK_YEAST	195	193	2	22	9	31	24	7	31	0	2
sp|O07937|YRAK_BACSU	sp|P32800|PEX2_YEAST	271	271	0	15	13	28	12	16	28	0	0
sp|O05514|THIL_BACSU	sp|P29703|FNTA_YEAST	325	316	9	23	8	31	17	14	31	0	9
sp|O32161|YURT_BACSU	sp|Q07535|YD118_YEAST	127	126	1	13	2	15	10	5	15	0	1
sp|P96589|KIMA_BACSU	sp|Q07471|THI3_YEAST	607	609	2	36	18	54	31	22	53	1	12
sp|P94573|YWOC_BACSU	sp|P28627|IMP1_YEAST	189	190	1	9	9	18	10	8	18	0	1
sp|O07633|YLAI_BACSU	sp|Q3E764|TMA7_YEAST	69	64	5	12	6	18	17	1	18	0	5
sp|O31754|RASP_BACSU	sp|P38690|YHJ3_YEAST	422	423	1	28	14	42	23	19	42	0	1
sp|O06728|YISP_BACSU	sp|Q05016|YM71_YEAST	267	267	0	20	12	32	20	12	32	0	0
sp|P96669|YDEL_BACSU	sp|Q03940|RUVB1_YEAST	463	463	0	30	29	59	34	24	58	1	10
sp|Q59HN8|RAPH_BACSU	sp|P53912|YNN4_YEAST	376	376	0	29	14	43	34	9	43	0	0
sp|P19669|TAL_BACSU	sp|P38234|RFS1_YEAST	212	210	2	13	8	21	17	4	21	0	2
sp|O32041|YRVJ_BACSU	sp|P38314|SDS24_YEAST	518	527	9	31	17	48	28	20	48	0	9
sp|P28611|MOTA_BACSU	sp|P06182|CCHL_YEAST	270	269	1	19	8	27	14	13	27	0	1
sp|P96596|YDBA_BACSU	sp|P38722|YHE9_YEAST	272	271	1	28	15	43	25	18	43	0	1
sp|P54941|YXEB_BACSU	sp|P10662|RT01_YEAST	321	321	0	39	5	44	24	20	44	0	0
sp|P32436|DEGV_BACSU	sp|P38290|UBS1_YEAST	281	277	4	20	11	31	19	12	31	0	4
sp|Q01465|MREB_BACSU	sp|P05150|OTC_YEAST	337	338	1	20	17	37	26	11	37	0	1
sp|O34678|YTBE_BACSU	sp|P50112|KNH1_YEAST	280	268	12	14	11	25	14	11	25	0	12
sp|O34553|YTSP_BACSU	sp|Q8TGN9|NAG1_YEAST	163	163	0	10	5	15	2	13	15	0	0
sp|P12044|PURE_BACSU	sp|P0CY01|YL67A_YEAST	162	160	2	9	6	15	6	9	15	0	2
sp|P42966|YCSI_BACSU	sp|P25043|PSB2_YEAST	257	261	4	9	14	23	15	8	23	0	4
sp|P50733|YPBG_BACSU	sp|P36086|YKH1_YEAST	259	256	3	18	9	27	21	6	27	0	3
sp|P26212|SACT_BACSU	sp|P35731|FABG_YEAST	276	278	2	25	8	33	17	16	33	0	2
sp|O34624|YEBE_BACSU	sp|Q12133|SPC3_YEAST	184	184	0	13	8	21	16	5	21	0	0
sp|O34876|FTSX_BACSU	sp|P40035|PIC2_YEAST	296	300	4	24	10	34	27	7	34	0	4
sp|P39596|EFEM_BACSU	sp|P33309|DOM34_YEAST	385	386	1	49	7	56	54	2	56	0	1
sp|O32293|YYCN_BACSU	sp|P04037|COX4_YEAST	156	155	1	12	6	18	10	8	18	0	1
sp|O31509|YEEI_BACSU	sp|Q06686|CTR3_YEAST	239	241	2	17	9	26	16	10	26	0	2
sp|O32080|KTRA_BACSU	sp|P43592|FAR7_YEAST	222	221	1	17	9	26	16	10	26	0	1
sp|O31753|DXR_BACSU	sp|P39714|BDH1_YEAST	383	382	1	27	12	39	31	8	39	0	1
sp|O34634|YQGF_BACSU	sp|Q08789|YO333_YEAST	138	138	0	11	6	17	6	11	17	0	0
sp|Q99027|COMP_BACSU	sp|P36122|BCH2_YEAST	769	765	4	52	32	84	47	37	84	0	4
sp|P32081|CSPB_BACSU	sp|Q45U18|YI134_YEAST	67	67	0	5	1	6	3	3	6	0	0
sp|P24010|COX1_BACSU	sp|P53882|TDA7_YEAST	622	636	14	18	15	33	15	19	34	1	24
sp|P71006|ALBF_BACSU	sp|P38836|ECM14_YEAST	426	430	4	20	21	41	21	20	41	0	4
sp|P21881|ODPA_BACSU	sp|P39729|RBG1_YEAST	371	369	2	32	17	49	29	20	49	0	2
sp|O34394|YJJA_BACSU	sp|P26343|DAL80_YEAST	270	269	1	21	16	37	27	10	37	0	1
sp|O32436|MED_BACSU	sp|Q05788|PNPH_YEAST	317	311	6	26	3	29	15	14	29	0	6
sp|Q795R8|YTFP_BACSU	sp|Q08650|DGAT2_YEAST	420	418	2	37	16	53	29	24	53	0	2
sp|P04990|THRC_BACSU	sp|P38992|SUR2_YEAST	352	349	3	27	9	36	25	11	36	0	3
sp|O34441|YLOC_BACSU	sp|P23624|SPO13_YEAST	291	291	0	21	21	42	26	16	42	0	0
sp|P39217|TLPB_BACSU	sp|Q05902|ECM38_YEAST	662	660	2	55	10	65	39	26	65	0	2
sp|O31705|MOAE_BACSU	sp|O42831|YA075_YEAST	157	157	0	11	8	19	12	7	19	0	0
sp|P37486|YYBR_BACSU	sp|P38253|YBU0_YEAST	125	122	3	11	9	20	8	12	20	0	3
sp|O34640|AMIN_BACSU	sp|P23493|MBR1_YEAST	336	339	3	21	15	36	18	18	36	0	3
sp|O34440|YFMI_BACSU	sp|P35206|CSG2_YEAST	406	410	4	16	13	29	18	11	29	0	4
sp|O07015|RSBQ_BACSU	sp|P36040|POC2_YEAST	269	267	2	11	11	22	14	8	22	0	2
sp|P39211|XYLB_BACSU	sp|P17709|HXKG_YEAST	499	500	1	35	19	54	32	22	54	0	1
sp|O31777|BIOF1_BACSU	sp|P53962|YND5_YEAST	392	389	3	27	15	42	29	13	42	0	3
sp|P55179|PEPT_BACSU	sp|Q04835|YM87_YEAST	410	414	4	28	10	38	20	18	38	0	4
sp|P26908|RL21_BACSU	sp|Q7LIF1|YL366_YEAST	102	101	1	16	3	19	6	13	19	0	1
sp|O31723|YLMA_BACSU	sp|P40572|YIT6_YEAST	264	265	1	18	11	29	9	20	29	0	1
sp|P25993|CARA_BACSU	sp|P16151|ERD1_YEAST	364	362	2	25	15	40	16	24	40	0	2
sp|O31691|GLCT_BACSU	sp|P32788|LAA2_YEAST	281	280	1	30	8	38	22	16	38	0	1
sp|P54530|PTB_BACSU	sp|P32469|DPH5_YEAST	299	300	1	22	9	31	18	13	31	0	1
sp|O07615|YHFP_BACSU	sp|Q04629|SWF1_YEAST	330	336	6	17	13	30	18	12	30	0	6
sp|O07609|YHFK_BACSU	sp|P25362|PET18_YEAST	214	215	1	15	10	25	17	8	25	0	1
sp|P28618|PCP_BACSU	sp|P04161|PUR3_YEAST	215	214	1	10	13	23	17	6	23	0	1
sp|P27622|TAGC_BACSU	sp|P00924|ENO1_YEAST	442	437	5	30	21	51	37	14	51	0	5
sp|P42964|YCSG_BACSU	sp|P47040|BTN1_YEAST	404	408	4	20	6	26	13	14	27	1	14
sp|P94521|YSDC_BACSU	sp|P36157|MSA2_YEAST	361	363	2	25	14	39	23	16	39	0	2
sp|Q7WY61|YRZL_BACSU	tr|E9PAD6|E9PAD6_YEAST	88	88	0	6	5	11	6	5	11	0	0
sp|P39149|UPP_BACSU	sp|Q08920|NCBP2_YEAST	209	208	1	18	9	27	11	16	27	0	1
sp|O32172|YUSF_BACSU	sp|Q02260|SMD1_YEAST	146	146	0	12	10	22	10	12	22	0	0
sp|O07019|YVFU_BACSU	sp|P48363|PFD3_YEAST	200	199	1	14	12	26	17	9	26	0	1
sp|Q795Y4|FDHL_BACSU	sp|P33200|PDR3_YEAST	980	976	4	56	45	101	63	39	102	1	14
sp|O34863|UVRA_BACSU	sp|P32504|CBF3A_YEAST	957	956	1	64	59	123	84	40	124	1	11
sp|P80859|6PGD_BACSU	sp|P11655|SEC12_YEAST	469	471	2	36	15	51	41	10	51	0	2
sp|P94549|FADB_BACSU	sp|P29311|BMH1_YEAST	258	267	9	18	10	28	17	11	28	0	9
sp|P42981|BSHB1_BACSU	sp|Q12462|PEX11_YEAST	236	236	0	21	10	31	17	14	31	0	0
sp|P37872|YBXB_BACSU	sp|P18411|FUN14_YEAST	201	198	3	21	6	27	17	10	27	0	3
sp|P94514|LYTT_BACSU	sp|Q03941|CAB5_YEAST	241	241	0	23	9	32	18	14	32	0	0
sp|P55341|ECSC_BACSU	sp|Q03796|TPP1_YEAST	236	238	2	22	10	32	23	9	32	0	2
sp|O34569|YOAA_BACSU	sp|P32607|RTG1_YEAST	177	177	0	7	14	21	12	9	21	0	0
sp|P94366|CYDC_BACSU	sp|Q12108|RTC5_YEAST	567	567	0	28	33	61	41	20	61	0	0
sp|P54947|YXEH_BACSU	sp|Q12042|YP162_YEAST	270	273	3	12	10	22	14	8	22	0	3
sp|P10728|SP2AB_BACSU	sp|P53826|YN59_YEAST	146	146	0	7	5	12	10	2	12	0	0
sp|O34389|MAO3_BACSU	sp|P06115|CATT_YEAST	566	562	4	31	30	61	38	23	61	0	4
sp|P42068|HUTG_BACSU	sp|P16370|RPB3_YEAST	319	318	1	18	10	28	20	8	28	0	1
sp|O31827|PPSE_BACSU	sp|P12866|STE6_YEAST	1279	1290	11	74	55	129	73	53	126	3	41
sp|P37550|ISPE_BACSU	sp|Q12320|GLO4_YEAST	289	285	4	17	17	34	18	16	34	0	4
sp|P50727|FER_BACSU	sp|Q8TGL0|YP22A_YEAST	82	81	1	5	0	5	0	5	5	0	1
sp|O34940|YVRE_BACSU	sp|Q12375|ORT1_YEAST	292	292	0	18	14	32	24	8	32	0	0
sp|O07600|FABH2_BACSU	sp|P47120|DOHH_YEAST	325	325	0	18	16	34	20	14	34	0	0
sp|P70965|MURA1_BACSU	sp|P36001|FOLC_YEAST	436	430	6	25	20	45	23	22	45	0	6
sp|Q08352|DHA_BACSU	sp|P38986|ASPG1_YEAST	378	381	3	21	11	32	23	9	32	0	3
sp|P54591|YHCG_BACSU	sp|Q04170|IAT4_YEAST	232	232	0	17	11	28	18	10	28	0	0
sp|P40950|YUXN_BACSU	sp|Q08909|YO385_YEAST	291	290	1	32	8	40	21	19	40	0	1
sp|P46918|GGAB_BACSU	sp|Q03361|JIP4_YEAST	900	876	24	111	35	146	81	65	146	0	24
sp|O32197|LIAR_BACSU	sp|P47165|XPT1_YEAST	211	209	2	15	10	25	15	10	25	0	2
sp|O35013|YTKD_BACSU	sp|Q02864|YP071_YEAST	158	156	2	20	5	25	15	10	25	0	2
sp|P37525|REMB_BACSU	sp|Q03919|RUB1_YEAST	81	77	4	8	2	10	8	2	10	0	4
sp|P54511|LIPM_BACSU	sp|P38790|HTD2_YEAST	278	280	2	19	18	37	17	20	37	0	2
sp|O06733|YISX_BACSU	sp|P38307|DER1_YEAST	212	211	1	10	8	18	10	8	18	0	1
sp|O34829|MELR_BACSU	sp|P47172|YJ9I_YEAST	344	347	3	19	25	44	33	11	44	0	3
sp|P94474|YEAC_BACSU	sp|Q12182|YO342_YEAST	320	319	1	16	17	33	16	17	33	0	1
sp|O32003|YOKD_BACSU	sp|P53929|YNK8_YEAST	272	270	2	22	11	33	21	12	33	0	2
sp|P54586|YHCB_BACSU	sp|Q12207|NCE2_YEAST	176	173	3	6	6	12	3	9	12	0	3
sp|P50844|KDGR_BACSU	sp|Q12046|CWC2_YEAST	339	339	0	35	16	51	32	19	51	0	0
sp|O34627|PHOT_BACSU	sp|P53271|COG2_YEAST	261	262	1	20	5	25	16	9	25	0	1
sp|P39766|PYRP_BACSU	sp|P38248|ECM33_YEAST	435	429	6	16	7	23	19	3	22	1	16
sp|O34944|PEPVL_BACSU	sp|P21592|COX10_YEAST	463	462	1	30	21	51	27	24	51	0	1
sp|P22250|SYE_BACSU	sp|P38333|ENP1_YEAST	483	483	0	40	22	62	38	24	62	0	0
sp|O07614|YHFO_BACSU	sp|P53880|YNR9_YEAST	149	145	4	8	9	17	7	10	17	0	4
sp|P39148|GLYA_BACSU	sp|P38347|EFM2_YEAST	415	419	4	27	17	44	29	15	44	0	4
sp|P71084|GSAB_BACSU	sp|P38211|GPI18_YEAST	429	433	4	30	9	39	25	14	39	0	4
sp|O35007|YVRP_BACSU	sp|P05986|KAPC_YEAST	397	398	1	43	2	45	28	17	45	0	1
sp|P94377|CATX_BACSU	sp|P23292|KC12_YEAST	547	546	1	37	27	64	38	26	64	0	1
sp|P37574|YACP_BACSU	sp|P47017|LSM1_YEAST	170	172	2	14	14	28	16	12	28	0	2
sp|O31583|YFHP_BACSU	sp|P53748|YN91_YEAST	327	327	0	14	15	29	20	9	29	0	0
sp|O34899|PDUO_BACSU	sp|Q03559|YM8V_YEAST	193	197	4	10	16	26	14	12	26	0	4
sp|P39817|GLTP_BACSU	sp|P49573|CTR1_YEAST	414	406	8	23	8	31	24	7	31	0	8
sp|O34496|YTPQ_BACSU	sp|Q05584|GLO2_YEAST	269	274	5	21	17	38	25	13	38	0	5
sp|P26901|CATA_BACSU	sp|P12695|ODP2_YEAST	483	482	1	30	27	57	39	18	57	0	1
sp|O31480|YCZG_BACSU	sp|P53967|YNC8_YEAST	104	105	1	8	7	15	7	8	15	0	1
sp|O34979|YVRO_BACSU	sp|P0CF35|FDH2_YEAST	229	236	7	20	14	34	22	12	34	0	7
sp|P23478|ADDA_BACSU	sp|P38851|LAM1_YEAST	1232	1228	4	87	74	161	104	56	160	1	14
sp|P81101|RRF_BACSU	sp|P40022|YEM4_YEAST	185	185	0	21	11	32	22	10	32	0	0
sp|P37547|RNM5_BACSU	sp|P27882|ERV1_YEAST	186	189	3	17	12	29	19	10	29	0	3
sp|P10943|HUTP_BACSU	sp|P25629|YCT9_YEAST	148	148	0	7	9	16	3	13	16	0	0
sp|P45870|RACA_BACSU	sp|P53329|YG5Q_YEAST	184	174	10	18	11	29	16	13	29	0	10
sp|P40747|YUXG_BACSU	sp|P24482|DPB2_YEAST	689	689	0	40	33	73	41	32	73	0	0
sp|O31942|YONS_BACSU	sp|P87261|YD537_YEAST	203	201	2	15	5	20	13	7	20	0	2
sp|P54461|RSME_BACSU	sp|P07283|PMM_YEAST	256	254	2	19	13	32	19	13	32	0	2
sp|O31737|YLQB_BACSU	sp|P53087|YGW4_YEAST	161	161	0	7	6	13	8	5	13	0	0
sp|Q45065|YNET_BACSU	sp|O13568|YP130_YEAST	135	135	0	10	7	17	6	11	17	0	0
sp|P42961|YCSD_BACSU	sp|P53268|YG2Z_YEAST	130	129	1	7	5	12	4	8	12	0	1
sp|O06489|YETM_BACSU	sp|P38615|RIM11_YEAST	369	370	1	23	18	41	29	12	41	0	1
sp|O34799|YTLR_BACSU	sp|P50085|PHB2_YEAST	309	310	1	27	17	44	17	27	44	0	1
sp|P39635|ROCB_BACSU	sp|P53109|AIM14_YEAST	566	570	4	36	23	59	33	26	59	0	4
sp|Q06795|NUSG_BACSU	sp|P0CY07|HMAL1_YEAST	177	175	2	21	6	27	18	9	27	0	2
sp|O34347|ASSY_BACSU	sp|P53272|YG34_YEAST	403	402	1	33	11	44	31	13	44	0	1
sp|O31718|RPOY_BACSU	sp|Q3E807|YO011_YEAST	69	68	1	8	3	11	8	3	11	0	1
sp|P94544|POLX_BACSU	sp|P40095|YEY8_YEAST	570	573	3	44	30	74	33	40	73	1	13
sp|P37585|MURG_BACSU	sp|Q05881|YL287_YEAST	363	355	8	32	17	49	39	10	49	0	8
sp|P37571|CLPC_BACSU	sp|P53278|YG3A_YEAST	810	816	6	58	58	116	89	27	116	0	6
sp|O34827|YKUM_BACSU	sp|Q02803|OAZ_YEAST	293	292	1	23	10	33	25	8	33	0	1
sp|O34736|YJMC_BACSU	sp|P39953|YEA6_YEAST	337	335	2	24	10	34	22	12	34	0	2
sp|P00691|AMY_BACSU	sp|Q92325|LAG2_YEAST	659	660	1	34	22	56	33	21	54	2	21
sp|P54470|PDRP_BACSU	sp|P06174|HEM4_YEAST	270	275	5	24	14	38	24	14	38	0	5
sp|Q06756|ISPF_BACSU	sp|Q08416|IRC23_YEAST	158	157	1	12	5	17	6	11	17	0	1
sp|O34588|YKUJ_BACSU	sp|P37299|QCR10_YEAST	79	77	2	5	2	7	5	2	7	0	2
sp|P46329|ALDH3_BACSU	sp|P36137|UIP5_YEAST	445	443	2	32	16	48	25	23	48	0	2
sp|O32187|YUSU_BACSU	sp|O75012|MRP10_YEAST	95	95	0	13	3	16	10	6	16	0	0
sp|O32233|SECG_BACSU	sp|P0C5P7|YL222_YEAST	76	76	0	3	2	5	4	1	5	0	0
sp|P23129|ODO1_BACSU	sp|P39523|YM11_YEAST	944	943	1	61	49	110	58	52	110	0	1
sp|P30950|HEM2_BACSU	sp|P01120|RAS2_YEAST	324	322	2	22	13	35	22	13	35	0	2
sp|P31113|MENG_BACSU	sp|Q12390|GST2_YEAST	233	233	0	23	8	31	18	13	31	0	0
sp|P32732|TRUB_BACSU	sp|P34251|YKK7_YEAST	309	309	0	29	10	39	21	18	39	0	0
sp|O32259|LUTC_BACSU	sp|P53314|CPD1_YEAST	240	239	1	13	11	24	13	11	24	0	1
sp|O31489|YDCI_BACSU	sp|P38766|RRM3_YEAST	719	723	4	71	41	112	66	47	113	1	14
sp|O32232|EST_BACSU	sp|P36068|SHE2_YEAST	246	246	0	19	7	26	19	7	26	0	0
sp|O34934|NADK2_BACSU	sp|Q99369|FSH3_YEAST	267	266	1	19	14	33	22	10	32	1	11
sp|O34341|YEBC_BACSU	sp|Q12144|PER33_YEAST	267	273	6	15	13	28	14	14	28	0	6
sp|O08336|CYPB_BACSU	sp|P16521|EF3A_YEAST	1054	1044	10	71	58	129	84	45	129	0	10
sp|O34526|SYA_BACSU	sp|Q12344|GYP5_YEAST	878	894	16	61	38	99	58	41	99	0	16
